"interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","annotation","interaction_name_2","id_cp_interaction","annotation_strategy","source","is_ppi","curator","reactome_complex","reactome_reaction","reactome_pathway","complexPortal_complex","comments","version","modulatory_effect"
"SLC6A4+TPH1-HTR2C","Serotonin","5-HT_byTPH1_and_SLC6A4","HTR2C","","","","","Ligand-Receptor","SLC6A4+TPH1-HTR2C",NA,"curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"SLC6A4+TPH1-HTR3A+HTR3B+HTR3C+HTR3D+HTR3E","Serotonin","5-HT_byTPH1_and_SLC6A4","5HTR3_complex","","","","","Ligand-Receptor","SLC6A4+TPH1-HTR3A+HTR3B+HTR3C+HTR3D+HTR3E",NA,"curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"SLC6A4+TPH1-HTR4","Serotonin","5-HT_byTPH1_and_SLC6A4","HTR4","","","","","Ligand-Receptor","SLC6A4+TPH1-HTR4",NA,"curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"SLC6A4+TPH1-HTR5A","Serotonin","5-HT_byTPH1_and_SLC6A4","HTR5A","","","","","Ligand-Receptor","SLC6A4+TPH1-HTR5A",NA,"curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"SLC6A4+TPH1-HTR6","Serotonin","5-HT_byTPH1_and_SLC6A4","HTR6","","","","","Ligand-Receptor","SLC6A4+TPH1-HTR6",NA,"curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"SLC6A4+TPH1-HTR7","Serotonin","5-HT_byTPH1_and_SLC6A4","HTR7","","","","","Ligand-Receptor","SLC6A4+TPH1-HTR7",NA,"curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"SLC6A4+TPH2-HTR1A","Serotonin","5-HT_byTPH2_and_SLC6A4","HTR1A","","","","","Ligand-Receptor","SLC6A4+TPH2-HTR1A",NA,"curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"SLC6A4+TPH2-HTR1B","Serotonin","5-HT_byTPH2_and_SLC6A4","HTR1B","","","","","Ligand-Receptor","SLC6A4+TPH2-HTR1B",NA,"curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"SLC6A4+TPH2-HTR1D","Serotonin","5-HT_byTPH2_and_SLC6A4","HTR1D","","","","","Ligand-Receptor","SLC6A4+TPH2-HTR1D",NA,"curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"SLC6A4+TPH2-HTR1E","Serotonin","5-HT_byTPH2_and_SLC6A4","HTR1E","","","","","Ligand-Receptor","SLC6A4+TPH2-HTR1E",NA,"curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"SLC6A4+TPH2-HTR1F","Serotonin","5-HT_byTPH2_and_SLC6A4","HTR1F","","","","","Ligand-Receptor","SLC6A4+TPH2-HTR1F",NA,"curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"SLC6A4+TPH2-HTR2A","Serotonin","5-HT_byTPH2_and_SLC6A4","HTR2A","","","","","Ligand-Receptor","SLC6A4+TPH2-HTR2A",NA,"curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"SLC6A4+TPH2-HTR2B","Serotonin","5-HT_byTPH2_and_SLC6A4","HTR2B","","","","","Ligand-Receptor","SLC6A4+TPH2-HTR2B",NA,"curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"SLC6A4+TPH2-HTR2C","Serotonin","5-HT_byTPH2_and_SLC6A4","HTR2C","","","","","Ligand-Receptor","SLC6A4+TPH2-HTR2C",NA,"curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"SLC6A4+TPH2-HTR3A+HTR3B+HTR3C+HTR3D+HTR3E","Serotonin","5-HT_byTPH2_and_SLC6A4","5HTR3_complex","","","","","Ligand-Receptor","SLC6A4+TPH2-HTR3A+HTR3B+HTR3C+HTR3D+HTR3E",NA,"curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"SLC6A4+TPH2-HTR4","Serotonin","5-HT_byTPH2_and_SLC6A4","HTR4","","","","","Ligand-Receptor","SLC6A4+TPH2-HTR4",NA,"curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"SLC6A4+TPH2-HTR5A","Serotonin","5-HT_byTPH2_and_SLC6A4","HTR5A","","","","","Ligand-Receptor","SLC6A4+TPH2-HTR5A",NA,"curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"SLC6A4+TPH2-HTR6","Serotonin","5-HT_byTPH2_and_SLC6A4","HTR6","","","","","Ligand-Receptor","SLC6A4+TPH2-HTR6",NA,"curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"SLC6A4+TPH2-HTR7","Serotonin","5-HT_byTPH2_and_SLC6A4","HTR7","","","","","Ligand-Receptor","SLC6A4+TPH2-HTR7",NA,"curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"DDC-DRD1","Serotonin/Dopamine","SerotoninDopamin_byDDC","DRD1","","","","","Ligand-Receptor","DDC-DRD1",NA,"curated","uniprot;reactome","False","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"DDC-DRD2","Serotonin/Dopamine","SerotoninDopamin_byDDC","DRD2","","","","","Ligand-Receptor","DDC-DRD2",NA,"curated","uniprot;reactome","False","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"DDC-DRD3","Serotonin/Dopamine","SerotoninDopamin_byDDC","DRD3","","","","","Ligand-Receptor","DDC-DRD3",NA,"curated","uniprot;reactome","False","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"DDC-DRD4","Serotonin/Dopamine","SerotoninDopamin_byDDC","DRD4","","","","","Ligand-Receptor","DDC-DRD4",NA,"curated","uniprot;reactome","False","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"DDC-DRD5","Serotonin/Dopamine","SerotoninDopamin_byDDC","DRD5","","","","","Ligand-Receptor","DDC-DRD5",NA,"curated","uniprot;reactome","False","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"DDC-HTR1A","Serotonin/Dopamine","SerotoninDopamin_byDDC","HTR1A","","","","","Ligand-Receptor","DDC-HTR1A",NA,"curated","HMRbase;uniprot;reactome","False","LGarciaAlonso","","R-HSA-390929","",NA,"","CellPhoneDBcore<=4.1",""
"DDC-HTR1B","Serotonin/Dopamine","SerotoninDopamin_byDDC","HTR1B","","","","","Ligand-Receptor","DDC-HTR1B",NA,"curated","uniprot;reactome","False","LGarciaAlonso","","R-HSA-390929","",NA,"","CellPhoneDBcore<=4.1",""
"DDC-HTR1D","Serotonin/Dopamine","SerotoninDopamin_byDDC","HTR1D","","","","","Ligand-Receptor","DDC-HTR1D",NA,"curated","uniprot;reactome","False","LGarciaAlonso","","R-HSA-390929","",NA,"","CellPhoneDBcore<=4.1",""
"DDC-HTR1E","Serotonin/Dopamine","SerotoninDopamin_byDDC","HTR1E","","","","","Ligand-Receptor","DDC-HTR1E",NA,"curated","uniprot;reactome","False","LGarciaAlonso","","R-HSA-390929","",NA,"","CellPhoneDBcore<=4.1",""
"DDC-HTR1F","Serotonin/Dopamine","SerotoninDopamin_byDDC","HTR1F","","","","","Ligand-Receptor","DDC-HTR1F",NA,"curated","uniprot;reactome","False","LGarciaAlonso","","R-HSA-390929","",NA,"","CellPhoneDBcore<=4.1",""
"DDC-HTR2A","Serotonin/Dopamine","SerotoninDopamin_byDDC","HTR2A","","","","","Ligand-Receptor","DDC-HTR2A",NA,"curated","HMRbase;uniprot;reactome","False","LGarciaAlonso","","R-HSA-390930","",NA,"","CellPhoneDBcore<=4.1",""
"DDC-HTR2B","Serotonin/Dopamine","SerotoninDopamin_byDDC","HTR2B","","","","","Ligand-Receptor","DDC-HTR2B",NA,"curated","uniprot;reactome","False","LGarciaAlonso","","R-HSA-390930","",NA,"","CellPhoneDBcore<=4.1",""
"DDC-HTR2C","Serotonin/Dopamine","SerotoninDopamin_byDDC","HTR2C","","","","","Ligand-Receptor","DDC-HTR2C",NA,"curated","HMRbase;uniprot;reactome","False","LGarciaAlonso","","R-HSA-390930","",NA,"","CellPhoneDBcore<=4.1",""
"DDC-HTR3A","Serotonin/Dopamine","SerotoninDopamin_byDDC","HTR3A","","","","","Ligand-Receptor","DDC-HTR3A",NA,"curated","HMRbase;uniprot","False","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"DDC-HTR3B","Serotonin/Dopamine","SerotoninDopamin_byDDC","HTR3B","","","","","Ligand-Receptor","DDC-HTR3B",NA,"curated","uniprot","False","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"DDC-HTR3C","Serotonin/Dopamine","SerotoninDopamin_byDDC","HTR3C","","","","","Ligand-Receptor","DDC-HTR3C",NA,"curated","uniprot","False","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"DDC-HTR3D","Serotonin/Dopamine","SerotoninDopamin_byDDC","HTR3D","","","","","Ligand-Receptor","DDC-HTR3D",NA,"curated","uniprot","False","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"DDC-HTR3E","Serotonin/Dopamine","SerotoninDopamin_byDDC","HTR3E","","","","","Ligand-Receptor","DDC-HTR3E",NA,"curated","uniprot","False","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"DDC-HTR4","Serotonin/Dopamine","SerotoninDopamin_byDDC","HTR4","","","","","Ligand-Receptor","DDC-HTR4",NA,"curated","HMRbase;uniprot;reactome","False","LGarciaAlonso","","R-HSA-390931","",NA,"","CellPhoneDBcore<=4.1",""
"DDC-HTR5A","Serotonin/Dopamine","SerotoninDopamin_byDDC","HTR5A","","","","","Ligand-Receptor","DDC-HTR5A",NA,"curated","HMRbase;uniprot;reactome","False","LGarciaAlonso","","R-HSA-390929","",NA,"","CellPhoneDBcore<=4.1",""
"DDC-HTR6","Serotonin/Dopamine","SerotoninDopamin_byDDC","HTR6","","","","","Ligand-Receptor","DDC-HTR6",NA,"curated","uniprot;reactome","False","LGarciaAlonso","","R-HSA-390931","",NA,"","CellPhoneDBcore<=4.1",""
"DDC-HTR7","Serotonin/Dopamine","SerotoninDopamin_byDDC","HTR7","","","","","Ligand-Receptor","DDC-HTR7",NA,"curated","uniprot;reactome","False","LGarciaAlonso","","R-HSA-390931","",NA,"","CellPhoneDBcore<=4.1",""
"DDC-TAAR1","Serotonin/Dopamine","b-PEA_byDDC","TAAR1","","","","","Ligand-Receptor","DDC-TAAR1",NA,"curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"DDC+SLC18A1-DRD1","Serotonin/Dopamine","Dopamine_byDDC_and_SLC18A1","DRD1","","","","","Ligand-Receptor","DDC+SLC18A1-DRD1",NA,"curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"DDC+SLC18A1-DRD2","Serotonin/Dopamine","Dopamine_byDDC_and_SLC18A1","DRD2","","","","","Ligand-Receptor","DDC+SLC18A1-DRD2",NA,"curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"DDC+SLC18A1-DRD3","Serotonin/Dopamine","Dopamine_byDDC_and_SLC18A1","DRD3","","","","","Ligand-Receptor","DDC+SLC18A1-DRD3",NA,"curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"DDC+SLC18A1-DRD4","Serotonin/Dopamine","Dopamine_byDDC_and_SLC18A1","DRD4","","","","","Ligand-Receptor","DDC+SLC18A1-DRD4",NA,"curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"DDC+SLC18A1-DRD5","Serotonin/Dopamine","Dopamine_byDDC_and_SLC18A1","DRD5","","","","","Ligand-Receptor","DDC+SLC18A1-DRD5",NA,"curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"DDC+SLC18A2-DRD1","Serotonin/Dopamine","Dopamine_byDDC_and_SLC18A2","DRD1","","","","","Ligand-Receptor","DDC+SLC18A2-DRD1",NA,"curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"DDC+SLC18A2-DRD2","Serotonin/Dopamine","Dopamine_byDDC_and_SLC18A2","DRD2","","","","","Ligand-Receptor","DDC+SLC18A2-DRD2",NA,"curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"DDC+SLC18A2-DRD3","Serotonin/Dopamine","Dopamine_byDDC_and_SLC18A2","DRD3","","","","","Ligand-Receptor","DDC+SLC18A2-DRD3",NA,"curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"DDC+SLC18A2-DRD4","Serotonin/Dopamine","Dopamine_byDDC_and_SLC18A2","DRD4","","","","","Ligand-Receptor","DDC+SLC18A2-DRD4",NA,"curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"DDC+SLC18A2-DRD5","Serotonin/Dopamine","Dopamine_byDDC_and_SLC18A2","DRD5","","","","","Ligand-Receptor","DDC+SLC18A2-DRD5",NA,"curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"DDC+SLC6A3-DRD1","Serotonin/Dopamine","Dopamine_byDDC_and_SLC6A3","DRD1","","","","","Ligand-Receptor","DDC+SLC6A3-DRD1",NA,"curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"DDC+SLC6A3-DRD2","Serotonin/Dopamine","Dopamine_byDDC_and_SLC6A3","DRD2","","","","","Ligand-Receptor","DDC+SLC6A3-DRD2",NA,"curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"DDC+SLC6A3-DRD3","Serotonin/Dopamine","Dopamine_byDDC_and_SLC6A3","DRD3","","","","","Ligand-Receptor","DDC+SLC6A3-DRD3",NA,"curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"DDC+SLC6A3-DRD4","Serotonin/Dopamine","Dopamine_byDDC_and_SLC6A3","DRD4","","","","","Ligand-Receptor","DDC+SLC6A3-DRD4",NA,"curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"DDC+SLC6A3-DRD5","Serotonin/Dopamine","Dopamine_byDDC_and_SLC6A3","DRD5","","","","","Ligand-Receptor","DDC+SLC6A3-DRD5",NA,"curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"SLITRK1-PTPRD","SLIT and NTRK-like protein","SLITRK1","PTPRD","","","","","Ligand-Receptor","SLITRK1-PTPRD",NA,"curated","PMID:29100073;PMID:34966732","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"SLITRK1-PTPRS","SLIT and NTRK-like protein","SLITRK1","PTPRS","","","","","Ligand-Receptor","SLITRK1-PTPRS",NA,"curated","PMID:29100073;PMID:34966732","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"SLITRK2-PTPRD","SLIT and NTRK-like protein","SLITRK2","PTPRD","","","","","Ligand-Receptor","SLITRK2-PTPRD",NA,"curated","PMID:29100073;PMID:34966732","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"SLITRK2-PTPRS","SLIT and NTRK-like protein","SLITRK2","PTPRS","","","","","Ligand-Receptor","SLITRK2-PTPRS",NA,"curated","PMID:29100073;PMID:34966732","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"SLITRK3-PTPRD","SLIT and NTRK-like protein","SLITRK3","PTPRD","","","","","Ligand-Receptor","SLITRK3-PTPRD",NA,"curated","PMID:29100073;PMID:34966732","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"SLITRK4-OLR1","SLIT and NTRK-like protein","SLITRK4","OLR1","","","","","Ligand-Receptor","SLITRK4-OLR1",NA,"curated","Shilts screen - VALIDATED","True","JShilts","","","",NA,"","CellPhoneDBcore4.1",""
"SLITRK4-PTPRS","SLIT and NTRK-like protein","SLITRK4","PTPRS","","","","","Ligand-Receptor","SLITRK4-PTPRS",NA,"curated","PMID:29100073;PMID:34966732","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"SLITRK5-PTPRS","SLIT and NTRK-like protein","SLITRK5","PTPRS","","","","","Ligand-Receptor","SLITRK5-PTPRS",NA,"curated","PMID:29100073;PMID:34966732","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"SLITRK6-PTPRS","SLIT and NTRK-like protein","SLITRK6","PTPRS","","","","","Ligand-Receptor","SLITRK6-PTPRS",NA,"curated","PMID:29100073;PMID:34966732","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"SLIT1-ROBO1","SLIT and NTRK-like protein","SLIT1","ROBO1","","","","","Ligand-Receptor","SLIT1-ROBO1",NA,"curated","uniprot;PMID:10102268","True","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"SLIT2-ROBO1","SLIT and NTRK-like protein","SLIT2","ROBO1","","","","","Ligand-Receptor","SLIT2-ROBO1",NA,"curated","reactome;uniprot;PMID:10102268","True","LGarciaAlonso","R-HSA-390371","R-HSA-204364","",NA,"","CellPhoneDBcore<=4.1",""
"SLIT2-ROBO2","SLIT and NTRK-like protein","SLIT2","ROBO2","","","","","Ligand-Receptor","SLIT2-ROBO2",NA,"curated","uniprot;PMID:10102268","True","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"CORT-SSTR1","Somatostatin","CORT","SSTR1","","","","","Ligand-Receptor","CORT-SSTR1",NA,"curated","uniprot;HMRbase;reactome","True","LGarciaAlonso","","R-HSA-374758","",NA,"","CellPhoneDBcore<=4.1",""
"CORT-SSTR2","Somatostatin","CORT","SSTR2","","","","","Ligand-Receptor","CORT-SSTR2",NA,"curated","uniprot;HMRbase;reactome","True","LGarciaAlonso","","R-HSA-374758","",NA,"","CellPhoneDBcore<=4.1",""
"CORT-SSTR3","Somatostatin","CORT","SSTR3","","","","","Ligand-Receptor","CORT-SSTR3",NA,"curated","uniprot;HMRbase;reactome","True","LGarciaAlonso","","R-HSA-374758","",NA,"","CellPhoneDBcore<=4.1",""
"CORT-SSTR4","Somatostatin","CORT","SSTR4","","","","","Ligand-Receptor","CORT-SSTR4",NA,"curated","uniprot;HMRbase;reactome","True","LGarciaAlonso","","R-HSA-374758","",NA,"","CellPhoneDBcore<=4.1",""
"CORT-SSTR5","Somatostatin","CORT","SSTR5","","","","","Ligand-Receptor","CORT-SSTR5",NA,"curated","uniprot;HMRbase;reactome","True","LGarciaAlonso","","R-HSA-374758","",NA,"","CellPhoneDBcore<=4.1",""
"GH1-GHR","Somatostatin","GH1","GHR","","","","","Ligand-Receptor","GH1-GHR",NA,"curated","uniprot;HMRbase","True","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"GH2-GHR","Somatostatin","GH2","GHR","","","","","Ligand-Receptor","GH2-GHR",NA,"curated","uniprot;HMRbase","True","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"SST-SSTR1","Somatostatin","SST","SSTR1","","","","","Ligand-Receptor","SST-SSTR1",NA,"curated","uniprot;HMRbase;reactome","True","LGarciaAlonso","","R-HSA-374758","",NA,"","CellPhoneDBcore<=4.1",""
"SST-SSTR2","Somatostatin","SST","SSTR2","","","","","Ligand-Receptor","SST-SSTR2",NA,"curated","uniprot;HMRbase;reactome","True","LGarciaAlonso","","R-HSA-374758","",NA,"","CellPhoneDBcore<=4.1",""
"SST-SSTR3","Somatostatin","SST","SSTR3","","","","","Ligand-Receptor","SST-SSTR3",NA,"curated","uniprot;HMRbase;reactome","True","LGarciaAlonso","","R-HSA-374758","",NA,"","CellPhoneDBcore<=4.1",""
"SST-SSTR4","Somatostatin","SST","SSTR4","","","","","Ligand-Receptor","SST-SSTR4",NA,"curated","uniprot;HMRbase;reactome","True","LGarciaAlonso","","R-HSA-374758","",NA,"","CellPhoneDBcore<=4.1",""
"SST-SSTR5","Somatostatin","SST","SSTR5","","","","","Ligand-Receptor","SST-SSTR5",NA,"curated","uniprot;HMRbase;reactome","True","LGarciaAlonso","","R-HSA-374758","",NA,"","CellPhoneDBcore<=4.1",""
"SHH-BOC+PTCH1","Sonic hedgehog","SHH","PTCH_BOC_transmembrane_receptor","","","","","Ligand-Receptor","SHH-BOC+PTCH1",NA,"curated","reactome","True","LGarciaAlonso","","R-HSA-5632653","",NA,"","CellPhoneDBcore<=4.1",""
"SHH-BOC+PTCH2","Sonic hedgehog","SHH","PTCH2_BOC_transmembrane_receptor","","","","","Ligand-Receptor","SHH-BOC+PTCH2",NA,"curated","PMID:25448692","True","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"SHH-CDON+PTCH1","Sonic hedgehog","SHH","PTCH_CDON_transmembrane_receptor","","","","","Ligand-Receptor","SHH-CDON+PTCH1",NA,"curated","reactome","True","LGarciaAlonso","","R-HSA-5632653","",NA,"","CellPhoneDBcore<=4.1",""
"SHH-CDON+PTCH2","Sonic hedgehog","SHH","PTCH2_CDON_transmembrane_receptor","","","","","Ligand-Receptor","SHH-CDON+PTCH2",NA,"curated","PMID:25448692","True","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"SHH-GAS1+PTCH1","Sonic hedgehog","SHH","PTCH_GAS1_transmembrane_receptor","","","","","Ligand-Receptor","SHH-GAS1+PTCH1",NA,"curated","reactome","True","LGarciaAlonso","","R-HSA-5632653","",NA,"","CellPhoneDBcore<=4.1",""
"SHH-GAS1+PTCH2","Sonic hedgehog","SHH","PTCH2_GAS1_transmembrane_receptor","","","","","Ligand-Receptor","SHH-GAS1+PTCH2",NA,"curated","PMID:25448692","True","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"SHH-HHIP","Sonic hedgehog","SHH","HHIP","","","","","Ligand-Ligand","SHH-HHIP",NA,"curated","reactome;PMID:10050855;PMID:19561611","True","LGarciaAlonso","","R-HSA-445448","",NA,"","CellPhoneDBcore<=4.1","Inhibitory"
"SPX-GALR2+GPR151","Spexin precursor","SPX","GALR2","","","","","Ligand-Receptor","SPX-GALR2+GPR151",NA,"curated","uniprot","True","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"SPX-GALR3+GPR151","Spexin precursor","SPX","GALR3","","","","","Ligand-Receptor","SPX-GALR3+GPR151",NA,"curated","uniprot","True","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"SDC1-ADGRA2","Syndecan","SDC1","ADGRA2","","","","","Ligand-Receptor","SDC1-ADGRA2",NA,"curated","uniprot;reactome;IUPHAR","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"SDC2-ADGRA2","Syndecan","SDC2","ADGRA2","","","","","Ligand-Receptor","SDC2-ADGRA2",NA,"curated","uniprot;reactome;IUPHAR","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"TAC1-TACR1","Tachykinins","TAC1","TACR1","","","","","Ligand-Receptor","TAC1-TACR1",NA,"curated","uniprot;reactome","True","LGarciaAlonso","","R-HSA-380076","",NA,"","CellPhoneDBcore<=4.1",""
"TAC1-TACR2","Tachykinins","TAC1","TACR2","","","","","Ligand-Receptor","TAC1-TACR2",NA,"curated","uniprot;reactome","True","LGarciaAlonso","","R-HSA-383363","",NA,"","CellPhoneDBcore<=4.1",""
"TAC1-TACR3","Tachykinins","TAC1","TACR3","","","","","Ligand-Receptor","TAC1-TACR3",NA,"curated","GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"TAC3-TACR1","Tachykinins","TAC3","TACR1","","","","","Ligand-Receptor","TAC3-TACR1",NA,"curated","GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"TAC3-TACR2","Tachykinins","TAC3","TACR2","","","","","Ligand-Receptor","TAC3-TACR2",NA,"curated","GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"TAC3-TACR3","Tachykinins","TAC3","TACR3","","","","","Ligand-Receptor","TAC3-TACR3",NA,"curated","uniprot;reactome","True","LGarciaAlonso","","R-HSA-383373","",NA,"","CellPhoneDBcore<=4.1",""
"TAFA1-GPR1","TAFA","TAFA1","GPR1","","","","","Ligand-Receptor","TAFA1-GPR1",NA,"curated","uniprot","True","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"TAFA4-FPR1","TAFA","TAFA4","FPR1","","","","","Ligand-Receptor","TAFA4-FPR1",NA,"curated","uniprot","True","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"TAFA5-FPR2","TAFA","TAFA5","FPR2","","","","","Ligand-Receptor","TAFA5-FPR2",NA,"curated","uniprot","True","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"TAFA5-S1PR2","TAFA","TAFA5","S1PR2","","","","","Ligand-Receptor","TAFA5-S1PR2",NA,"curated","uniprot","True","LGarciaAlonso","","","",NA,"","CellPhoneDBcore<=4.1",""
"TENM1-ADGRL1","Teneurin","TENM1","ADGRL1","","","","","Ligand-Receptor","TENM1-ADGRL1",NA,"curated","PMID:29100073;PMID:31354411","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"TENM1-ADGRL2","Teneurin","TENM1","ADGRL2","","","","","Ligand-Receptor","TENM1-ADGRL2",NA,"curated","PMID:29100073;PMID:31354411","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"TENM1-ADGRL3","Teneurin","TENM1","ADGRL3","","","","","Ligand-Receptor","TENM1-ADGRL3",NA,"curated","PMID:29100073;PMID:31354411","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"TENM2-ADGRL1","Teneurin","TENM2","ADGRL1","","","","","Ligand-Receptor","TENM2-ADGRL1",NA,"curated","PMID:29100073;PMID:31354411","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"TENM2-ADGRL2","Teneurin","TENM2","ADGRL2","","","","","Ligand-Receptor","TENM2-ADGRL2",NA,"curated","PMID:29100073;PMID:31354411","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"TENM2-ADGRL3","Teneurin","TENM2","ADGRL3","","","","","Ligand-Receptor","TENM2-ADGRL3",NA,"curated","PMID:29100073;PMID:31354411","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
"TENM3-ADGRL1","Teneurin","TENM3","ADGRL1","","","","","Ligand-Receptor","TENM3-ADGRL1",NA,"curated","PMID:29100073;PMID:31354411","True","JCranley","","","",NA,"","CellPhoneDBcore4.1",""
